product_id,highlights
P38855877,"['Light Coverage', 'Liquid Formula', 'Shimmer Finish', 'Long-wearing', 'Without Parabens', 'Vegan']"
P479343,"['Light Coverage', 'Vegan', 'Stick Formula', 'Natural Finish', 'Long-wearing', 'Without Parabens']"
P49848448,"['Natural Finish', 'Liquid Formula', 'Community Favorite', 'Medium Coverage', 'Best for Oily, Combo, Normal Skin', 'Without Parabens']"
P64546856,"['Medium Coverage', 'Liquid Formula', 'Radiant Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P467451,"['Vegan', 'Light Coverage', 'Cream Formula', 'Satin Finish', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']"
P503711,"['Vegan', 'Pressed Powder Formula', 'Shimmer Finish', 'Long-wearing', 'Without Parabens']"
P87987897,No Highlights
P500636,"['Vegan', 'Hydrating', 'Long-wearing', 'Matte Finish', 'Cruelty-Free']"
P503714,"['Light Coverage', 'Vegan', 'Radiant Finish', 'Liquid Formula', 'Hydrating', 'Without Parabens']"
P11487778,"['Light Coverage', 'Cream Formula', 'Radiant Finish', 'Hydrating', 'Without Parabens', 'Vegan']"
P500637,"['Vegan', 'Hydrating', 'Long-wearing', 'Matte Finish', 'Cruelty-Free']"
P467449,"['Without Parabens', 'Vegan', 'Satin Finish', 'Light Coverage', 'Cream Formula', 'Best for Dry, Combo, Normal Skin']"
P17484987,"['Vegan', 'Best for Dry, Combo, Normal Skin']"
P475599,"['Volumizing', 'Curling', 'Lengthening', 'Long-wearing', 'Without Parabens', 'Vegan']"
P55849781,"['Light Coverage', 'Liquid Formula', 'Radiant Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P479345,"['Loose Powder Formula', 'Light Coverage', 'Natural Finish', 'Best for Oily, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P04141879,"['Vegan', 'Best for Dry, Combo, Normal Skin']"
P471074,"['Liquid Formula', 'Matte Finish', 'Good for: Pores', 'Hyaluronic Acid', 'Vegan']"
P77484859,"['Full Coverage', 'Liquid Formula', 'Matte Finish', 'Waterproof', 'Without Parabens', 'Vegan']"
P471075,"['Liquid Formula', 'Matte Finish', 'Good for: Pores', 'Hyaluronic Acid', 'Vegan']"
P479342,"['Vegan', 'Cruelty-Free']"
P467450,"['Vegan', 'Without Parabens', 'Waterproof', 'Satin Finish', 'Liquid Formula', 'Medium Coverage']"
P82858582,"['Light Coverage', 'Pressed Powder Formula', 'Natural Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P475600,"['Volumizing', 'Curling', 'Lengthening', 'Long-wearing', 'Without Parabens', 'Vegan']"
P47478987,"['Light Coverage', 'Liquid Formula', 'Radiant Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P501035,"['Light Coverage', 'Vegan', 'Radiant Finish', 'Liquid Formula', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']"
P64888798,"['Light Coverage', 'Liquid Formula', 'Radiant Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P05048798,"['Medium Coverage', 'Waterproof', 'Matte Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P475604,"['Pressed Powder Formula', 'Waterproof', 'Natural Finish', 'Without Parabens', 'Vegan', 'Cruelty-Free']"
P479344,"['Vegan', 'Cruelty-Free']"
P471077,"['Liquid Formula', 'Natural Finish', 'Hydrating', 'Without Parabens', 'Vegan']"
P504015,"['Vegan', 'Cruelty-Free']"
P467448,"['Vegan', 'Best for Dry, Combo, Normal Skin']"
P79797874,No Highlights
P471076,"['Pressed Powder Formula', 'Shimmer Finish', 'Matte Finish', 'Without Parabens', 'Vegan']"
P64648789,"['Light Coverage', 'Natural Finish', 'Best for Dry, Combo, Normal Skin', 'Vegan']"
P504643,"['Vegan', 'Cruelty-Free']"
P39693963,"['Light Coverage', 'Pressed Powder Formula', 'Natural Finish', 'Best for Dry, Combo, Normal Skin', 'Without Parabens', 'Vegan']"
P505369,"['Vegan', 'Pressed Powder Formula', 'Shimmer Finish', 'Matte Finish', 'Medium Coverage', 'Without Parabens', 'Alcohol Free']"
P473120,"['Vegan', 'Natural Finish', 'Long-wearing']"
P483125,"['Matte Finish', 'Vegan', 'Cruelty-Free']"
P475605,"['Vegan', 'Cruelty-Free']"
P500449,"['Vegan', 'Radiant Finish', 'Good for: Redness', 'Hydrating', 'Niacinamide', 'Cruelty-Free']"
P483124,"['Recyclable Packaging', 'Hyaluronic Acid', 'High Shine Finish', 'Clean at Sephora', 'Cruelty-Free']"
P475156,"['Vegan', 'Radiant Finish', 'Cream Formula', 'Without Parabens', 'Cruelty-Free']"
P475158,"['Cream Formula', 'High Shine Finish', 'Without Parabens', 'Vegan', 'Cruelty-Free', 'Long-wearing']"
P501560,"['Vegan', 'Cruelty-Free']"
P483123,"['Vegan', 'Recyclable Packaging', 'Cruelty-Free']"
P475157,"['Vegan', 'Natural Finish', 'Cream Formula', 'Without Parabens', 'Cruelty-Free']"
P473174,"['Without Parabens', 'Natural Finish', 'Long-wearing', 'Vegan']"
P473118,"['Vegan', 'Without Parabens']"
P500494,"['Vegan', 'Radiant Finish', 'Hydrating', 'Cruelty-Free']"
P473119,"['Cream Formula', 'Matte Finish', 'Without Parabens', 'Vegan']"
P500162,"['Vegan', 'Loose Powder Formula', 'Natural Finish', 'Good for: Pores', 'Cruelty-Free']"
P203616,"['Good for: Dullness/Uneven Texture', 'Lactic Acid', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Dark spots']"
P428095,"['Vegan', 'Recyclable Packaging', 'Good for: Dullness/Uneven Texture', 'Lactic Acid', 'Good for: Pores', 'Good for: Dark spots']"
P465368,"['Vegan', 'Recyclable Packaging', 'Good for: Dullness/Uneven Texture', 'Lactic Acid', 'Good for: Pores', 'Good for: Dark spots']"
P214002,"['Vegan', 'Good for: Redness', 'Best for Dry Skin', 'Clean + Planet Positive', 'Good for: Dryness']"
P436094,"['Good for: Redness', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P415620,"['Good for: Redness', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Good for: Dryness', 'Gluten Free']"
P423666,"['Best for Oily, Combo, Normal Skin', 'Good for: Pores', 'Matte Finish', 'Without Silicones', 'Clean + Planet Positive']"
P457512,"['Good for: Dryness', 'Good for: Dark spots', 'Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Best for Dry Skin', 'Clean + Planet Positive']"
P431845,"['Lactic Acid', 'Good for: Dullness/Uneven Texture', 'Good for: Dryness', 'Good for: Dark spots', 'Clean + Planet Positive']"
P442990,"['Clean + Planet Positive', 'UV Protection', 'Best for Oily, Combo, Normal Skin', 'SPF', 'Gluten Free']"
P481732,"['Vitamin C', 'Hyaluronic Acid', 'Good for: Dark spots', 'Good for: Dullness/Uneven Texture', 'Sustainable Packaging', 'Clean + Planet Positive']"
P467971,"['Good for: Dark Circles', 'Good for: Dryness', 'Hydrating', 'Vegan', 'Clean + Planet Positive']"
P475159,"['Clean + Planet Positive', 'Good for: Redness', 'Best for Oily, Combo, Normal Skin', 'Good for: Dryness', 'Gluten Free', 'Vegan']"
P454095,"['Clean + Planet Positive', 'Vegan', 'Good for: Dryness', 'Good for: Pores']"
P484067,"['Vegan', 'Good for: Redness', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P436089,"['Good for: Dryness', 'Best for Normal Skin', 'Cruelty-Free', 'Clean at Sephora']"
P473172,"['Vegan', 'Clean + Planet Positive', 'Vitamin C']"
P474371,"['Clean + Planet Positive', 'Good for: Pores', 'Good for: Redness', 'Good for: Acne/Blemishes', 'Gluten Free']"
P504056,"['Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Plumping', 'Hydrating', 'Niacinamide']"
P476726,"['Vegan', 'Good for: Redness', 'Hydrating', 'Good for: Pores', 'Good for: Acne/Blemishes', 'Clean at Sephora']"
P437477,"['Sustainable Packaging', 'Good for: Redness', 'Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin', 'Cruelty-Free']"
P470049,"['Good for: Acne/Blemishes', 'Fragrance Free', 'Gluten Free', 'Cruelty-Free', 'Clean at Sephora']"
P455227,"['Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Good for: Anti-Aging', 'Good for: Dark spots', 'Cruelty-Free']"
P502047,"['Good for: Redness', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P501801,"['Vegan', 'Refill Available', 'Clean + Planet Positive', 'All Hair Types', 'Without Silicones', 'SPF']"
P504046,"['Vegan', 'Refill Available', 'Clean + Planet Positive', 'All Hair Types', 'Without Silicones', 'SPF']"
P408972,"['Medium Coverage', 'Cream Formula', 'Natural Finish', 'Hydrating', 'Clean at Sephora']"
P408973,"['Radiant Finish', 'Hydrating', 'Gluten Free', 'Clean at Sephora']"
P500051,"['Radiant Finish', 'Pressed Powder Formula', 'Clean at Sephora', 'Without Phthalates', 'Without Parabens', 'Without Silicones']"
P457458,"['Hydrating', 'Natural Finish', 'Long-wearing', 'Gluten Free', 'Clean at Sephora']"
P479707,"['Clean at Sephora', 'Vegan', 'Metallic Finish', 'Cream Formula', 'Cruelty-Free', 'Long-wearing']"
P450899,"['Natural Finish', 'Cream Formula', 'Hydrating', 'Clean at Sephora', 'Medium Coverage']"
P454033,"['Clean at Sephora', 'Shimmer Finish', 'Hydrating']"
P475606,"['Radiant Finish', 'Refill Available', 'Hydrating', 'Clean at Sephora', 'Without Silicones', 'Cruelty-Free']"
P501548,"['Natural Finish', 'Liquid Formula', 'Clean at Sephora', 'Long-wearing', 'Medium Coverage', 'Without Silicones']"
P472053,"['Volumizing', 'Clean at Sephora', 'Long-wearing', 'Lengthening']"
P472054,"['Volumizing', 'Clean at Sephora', 'Long-wearing', 'Lengthening']"
P476005,"['Radiant Finish', 'Cream Formula', 'Good for: Dullness/Uneven Texture', 'Hydrating', 'Clean at Sephora', 'Long-wearing']"
P480345,"['Light Coverage', 'Vegan', 'Radiant Finish', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Hydrating']"
P476011,"['Radiant Finish', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Good for: Dark Circles', 'Long-wearing', 'Medium Coverage']"
P482730,"['Vegan', 'Hyaluronic Acid', 'Clean + Planet Positive', 'Satin Finish', 'Hydrating', 'Long-wearing']"
P476008,"['Vegan', 'Plumping', 'Clean + Planet Positive', 'Hydrating', 'Matte Finish', 'Long-wearing']"
P504309,"['Radiant Finish', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Hydrating', 'Good for: Anti-Aging', 'Reef Safe SPF']"
P500294,"['Vegan', 'Natural Finish', 'Cream Formula', 'Clean + Planet Positive', 'Hydrating']"
P481145,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Good for: Pores', 'Vitamin C', 'Clean + Planet Positive', 'Niacinamide']"
P500696,"['Vegan', 'Good for: Dark Circles', 'Good for: Dryness', 'Niacinamide']"
P476010,"['Vegan', 'Lactic Acid', 'Good for: Pores', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Acne/Blemishes']"
P504315,"['Lactic Acid', 'Good for: Pores', 'Clean at Sephora', 'AHA/Glycolic Acid', 'Good for: Acne/Blemishes', 'Salicylic Acid']"
P481146,"['Light Coverage', 'Vegan', 'Radiant Finish', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Hydrating']"
P500425,"['Vegan', 'Radiant Finish', 'Refill Available', 'Cream Formula', 'Clean + Planet Positive', 'Hydrating']"
P476009,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Vitamin C', 'Clean + Planet Positive', 'Hydrating', 'Good for: Dryness']"
P481160,"['Vegan', 'Clean + Planet Positive', 'Hypoallergenic', 'Cruelty-Free']"
P481144,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Good for: Pores', 'Vitamin C', 'Clean + Planet Positive', 'Niacinamide']"
P476014,"['Vegan', 'Clean + Planet Positive']"
P502071,"['Clean + Planet Positive', 'Long-wearing', 'Lengthening', 'Curling', 'Without Silicones', 'Cruelty-Free']"
P476007,"['Vegan', 'Volumizing', 'Natural Finish', 'Clean + Planet Positive', 'Long-wearing']"
P476006,"['Vegan', 'Volumizing', 'Natural Finish', 'Clean + Planet Positive', 'Long-wearing']"
P502066,"['Refill Available', 'Shimmer Finish', 'Clean + Planet Positive', 'Satin Finish', 'Customizable', 'Cruelty-Free']"
P476013,"['Vegan', 'Clean + Planet Positive']"
P503331,"['Long-wearing', 'Lengthening', 'Curling', 'Without Silicones', 'Cruelty-Free']"
P476012,"['Vegan', 'Radiant Finish', 'Cream Formula', 'Clean + Planet Positive', 'Hydrating', 'Long-wearing']"
P502081,"['Vegan', 'Clean + Planet Positive', 'Hypoallergenic', 'Cruelty-Free']"
P482731,"['Vegan', 'Hyaluronic Acid', 'Clean + Planet Positive', 'Satin Finish', 'Hydrating', 'Long-wearing']"
P500325,"['Vegan', 'Clean + Planet Positive', 'Hypoallergenic', 'Cruelty-Free']"
P504594,"['Vegan', 'Clean + Planet Positive', 'Hydrating', 'Gluten Free', 'Cruelty-Free']"
P504283,"['Radiant Finish', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Hydrating', 'Good for: Anti-Aging', 'Reef Safe SPF']"
P500333,"['Vegan', 'Clean + Planet Positive', 'Hypoallergenic', 'Cruelty-Free']"
P500426,"['Vegan', 'Radiant Finish', 'Refill Available', 'Cream Formula', 'Clean + Planet Positive', 'Hydrating']"
P468850,"['Hyaluronic Acid', 'Good for: Loss of firmness', 'Vitamin C', 'Good for: Anti-Aging', 'Niacinamide', 'Black Owned at Sephora']"
P470245,"['Good for: Dark spots', 'Good for: Dullness/Uneven Texture', 'AHA/Glycolic Acid', 'Lactic Acid', 'Hyaluronic Acid', 'Black Owned at Sephora']"
P470247,"['Good for: Acne/Blemishes', 'Good for: Pores', 'AHA/Glycolic Acid', 'Hyaluronic Acid', 'Niacinamide', 'Black Owned at Sephora']"
P470246,"['Good for: Redness', 'Good for: Dryness', 'Hyaluronic Acid', 'Niacinamide', 'Fragrance Free', 'Black Owned at Sephora']"
P470248,"['Good for: Anti-Aging', 'Good for: Dullness/Uneven Texture', 'Retinol', 'Hyaluronic Acid', 'Fragrance Free', 'Black Owned at Sephora']"
P480346,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Fragrance Free', 'Best for Oily, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P500502,"['Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Clean at Sephora', 'AHA/Glycolic Acid', 'Good for: Acne/Blemishes', 'Good for: Dark spots']"
P501778,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Fragrance Free', 'Best for Oily, Combo, Normal Skin', 'Without Sulfates SLS & SLES']"
P42204,No Highlights
P42205,"['Clean at Sephora', 'Hydrating']"
P266126,"['Clean at Sephora', 'Hydrating']"
P164932,"['Clean at Sephora', 'Hydrating']"
P392239,"['Clean at Sephora', 'Hydrating']"
P397465,No Highlights
P409407,"['Volumizing', 'Hydrating', 'Good for: Hair Thinning', 'Vegan', 'Cruelty-Free', 'Clean at Sephora']"
P453274,"['Vegan', 'Volumizing', 'Clean at Sephora', 'Without Silicones', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P409419,"['UV Protection', 'Increases Shine', 'Vegan', 'Cruelty-Free', 'All Hair Types', 'Clean at Sephora']"
P409416,"['Clean at Sephora', 'All Hair Types']"
P409413,"['Good for: Damage', 'Hydrating', 'Good for: Dryness', 'Cruelty-Free', 'Vegan', 'Clean at Sephora']"
P409412,"['Good for: Frizz', 'Hydrating', 'Good for: Dryness', 'Cruelty-Free', 'Vegan', 'Clean at Sephora']"
P409418,"['Clean at Sephora', 'All Hair Types']"
P453275,"['Vegan', 'Volumizing', 'Clean at Sephora', 'Without Silicones', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P409403,"['Volumizing', 'Vegan', 'Cruelty-Free', 'Without Sulfates SLS & SLES', 'Without Silicones', 'Clean at Sephora']"
P409404,"['Good for: Frizz', 'Hydrating', 'Good for: Dryness', 'Vegan', 'Cruelty-Free', 'Clean at Sephora']"
P453280,"['Vegan', 'Volumizing', 'Floral Scent', 'Clean at Sephora', 'Good for: Oily Scalp', 'Cruelty-Free']"
P428062,"['Curl-Enhancing', 'Good for: Volume', 'Vegan', 'Cruelty-Free', 'Without Parabens', 'Clean at Sephora']"
P453276,"['Vegan', 'Hydrating', 'Clean at Sephora', 'Good for: Frizz', 'Good for: Dryness', 'Cruelty-Free']"
P428061,"['Plumping', 'Good for: Anti-Aging', 'Good for: Hair Thinning', 'Good for: Damage', 'Increases Shine', 'Clean at Sephora']"
P428063,"['Plumping', 'Good for: Anti-Aging', 'Good for: Hair Thinning', 'Good for: Damage', 'Increases Shine', 'Clean at Sephora']"
P453279,"['Vegan', 'Hydrating', 'Clean at Sephora', 'Good for: Frizz', 'Good for: Dryness', 'Cruelty-Free']"
P409417,"['Wavy Hair', 'Good for: Volume', 'Vegan', 'Without Parabens', 'Cruelty-Free', 'Clean at Sephora']"
P483084,"['Vegan', 'Hyaluronic Acid', 'Good for: Frizz', 'Good for: Dryness', 'Without Parabens', 'Cruelty-Free']"
P453277,"['Vegan', 'Hydrating', 'Clean at Sephora', 'Good for: Frizz', 'Good for: Dryness', 'Cruelty-Free']"
P502055,"['Vegan', 'Hyaluronic Acid', 'Good for: Frizz', 'Good for: Dryness', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P409406,"['Vegan', 'Hydrating', 'Clean at Sephora', 'Good for: Frizz', 'Good for: Dryness', 'Cruelty-Free']"
P483094,"['Volumizing', 'Good for: Hair Thinning', 'Cruelty-Free', 'Vegan', 'Without Parabens', 'Without Silicones']"
P502065,"['Vegan', 'Hyaluronic Acid', 'Good for: Frizz', 'Good for: Dryness', 'Without Parabens', 'Cruelty-Free']"
P502059,"['Vegan', 'Hyaluronic Acid', 'Good for: Frizz', 'Good for: Dryness', 'Without Parabens', 'Cruelty-Free']"
P469825,"['Vegan', 'Natural Finish', 'Clean + Planet Positive', 'Fragrance Free', 'Without Silicones']"
P468210,"['Light Coverage', 'Liquid Formula', 'Clean + Planet Positive', 'Hydrating', 'SPF', 'allure 2021: Clean Beauty Winner']"
P468206,"['Vegan', 'Radiant Finish', 'Liquid Formula', 'Clean + Planet Positive', 'Without Silicones']"
P472997,"['Natural Finish', 'Cream Formula', 'allure 2022 Clean Beauty Winner', 'Clean + Planet Positive', 'Hydrating', 'Best for Dry, Combo, Normal Skin']"
P468207,"['Vegan', 'Radiant Finish', 'Liquid Formula', 'Clean + Planet Positive', 'Without Silicones']"
P483685,"['Light Coverage', 'Radiant Finish', 'Liquid Formula', 'Clean + Planet Positive', 'Hydrating', 'Without Silicones']"
P473327,"['Vegan', 'Clean + Planet Positive']"
P480188,"['Loose Powder Formula', 'Radiant Finish', 'Clean + Planet Positive', 'Fragrance Free', 'Best for Oily, Combo, Normal Skin', 'Cruelty-Free']"
P501451,"['Stick Formula', 'Hyaluronic Acid', 'Clean + Planet Positive', 'Matte Finish', 'Full Coverage', 'Without Silicones']"
P468204,"['Clean + Planet Positive', 'Fragrance Free', 'Lengthening', 'Without Silicones']"
P480189,"['Vegan', 'Cruelty-Free']"
P468211,"['Liquid Formula', 'Clean + Planet Positive', 'Vitamin C', 'Hydrating', 'Reef Safe SPF', 'Cruelty-Free']"
P468208,"['Natural Finish', 'Clean + Planet Positive', 'Without Parabens', 'Without Silicones']"
P478730,"['Clean + Planet Positive', 'Fragrance Free', 'Lengthening', 'Without Parabens', 'Without Silicones']"
P503324,"['Liquid Formula', 'Clean + Planet Positive', 'Vitamin C', 'Hydrating', 'Reef Safe SPF', 'Cruelty-Free']"
P504907,"['Radiant Finish', 'Liquid Formula', 'Hydrating', 'Clean at Sephora', 'Medium Coverage', 'Cruelty-Free']"
P504884,"['Vegan', 'Clean at Sephora', 'Cruelty-Free']"
P444222,"['Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Clean at Sephora', 'Good for: Anti-Aging', 'Cruelty-Free']"
P501321,"['Natural Finish', 'Good for: Pores', 'Clean at Sephora', 'Hydrating', 'Reef Safe SPF', 'Best for Dry, Combo, Normal Skin']"
P461491,"['CBD', 'Vitamin C', 'Clean at Sephora', 'Good for: Dark Circles', 'Good for: Anti-Aging', 'Cruelty-Free']"
P467972,"['Good for: Dullness/Uneven Texture', 'CBD', 'Vitamin C', 'Clean at Sephora', 'Good for: Dark spots', 'Cruelty-Free']"
P473723,"['Hyaluronic Acid', 'CBD', 'Best for Dry Skin', 'Vitamin C', 'Hydrating', 'Clean at Sephora']"
P451503,"['Good for: Redness', 'Good for: Dullness/Uneven Texture', 'CBD', 'Clean at Sephora', 'Good for: Dryness', 'Cruelty-Free']"
P482068,"['CBD', 'Good for: Loss of firmness', 'Clean at Sephora', 'Retinol', 'Good for: Anti-Aging', 'Best for Dry, Combo, Normal Skin']"
P501185,"['Vegan', 'High Shine Finish', 'Vitamin C', 'Hydrating', 'Clean at Sephora', 'Cruelty-Free']"
P504159,"['Vegan', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Hydrating', 'Clean at Sephora', 'Good for: Dryness']"
P281411,"['Liquid Formula', 'Community Favorite', 'Long-wearing', 'Matte Finish', 'Full Coverage']"
P430932,"['Pressed Powder Formula', 'Matte Finish', 'Shimmer Finish', 'Metallic Finish']"
P424915,No Highlights
P230234,"['Cream Formula', 'Long-wearing', 'Matte Finish', 'Waterproof']"
P377784,"['Matte Finish', 'Shimmer Finish', 'Metallic Finish', 'Waterproof', 'Long-wearing', 'Community Favorite']"
P409800,"['Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P284507,"['Stick Formula', 'Cream Formula', 'Clean at Sephora', 'Long-wearing', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P415438,No Highlights
P401715,No Highlights
P266811,No Highlights
P395532,No Highlights
P286513,"['Natural Finish', 'Clean at Sephora', 'Long-wearing', 'Waterproof', 'Medium Coverage']"
P417985,No Highlights
P398009,"['Natural Finish', 'Good for: Redness', 'Good for: Dark Circles', 'Clean at Sephora', 'Medium Coverage', 'Best for Oily, Combo, Normal Skin']"
P403322,"['Vegan', 'High Shine Finish', 'Shimmer Finish', 'Hydrating', 'Without Parabens']"
P379509,"['Natural Finish', 'Hyaluronic Acid', 'Fragrance Free', 'Medium Coverage', 'Without Parabens']"
P433005,No Highlights
P467140,"['Natural Finish', 'Hyaluronic Acid', 'Hydrating', 'Long-wearing', 'Fragrance Free', 'Medium Coverage']"
P457430,No Highlights
P398001,No Highlights
P381155,No Highlights
P435832,No Highlights
P408017,No Highlights
P389120,No Highlights
P313020,No Highlights
P408606,No Highlights
P276319,No Highlights
P313012,"['Vegan', 'Medium Coverage', 'Liquid Formula', 'Cream Formula', 'Pressed Powder Formula']"
P420019,"['Vegan', 'Full Coverage', 'Liquid Formula', 'Cream Formula', 'Pressed Powder Formula']"
P310719,No Highlights
P467139,"['Metallic Finish', 'Satin Finish', 'Matte Finish']"
P456014,No Highlights
P443336,No Highlights
P442594,"['Vegan', 'Vitamin C', 'Clean + Planet Positive', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P472069,No Highlights
P417913,No Highlights
P432080,No Highlights
P420440,No Highlights
P420016,No Highlights
P439401,No Highlights
P448496,No Highlights
P474388,"['Natural Finish', 'Vegan', 'Fragrance Free', 'Without Mineral Oil']"
P500453,"['Vegan', 'Natural Finish', 'Liquid Formula', 'Clean at Sephora', 'Full Coverage']"
P417916,No Highlights
P443317,No Highlights
P420607,No Highlights
P428809,"['Vegan', 'Customizable']"
P479854,"['Long-wearing', 'Matte Finish', 'Waterproof']"
P474100,"['Vegan', 'Natural Finish', 'Clean at Sephora', 'Long-wearing']"
P443321,No Highlights
P455648,No Highlights
P303302,No Highlights
P429978,No Highlights
P446621,"['Vegan', 'Clean + Planet Positive']"
P455996,"['Vegan', 'Cruelty-Free', 'Sustainable Packaging']"
P404041,"['Vegan', 'Stick Formula', 'Cream Formula', 'Liquid Formula', 'Medium Coverage']"
P469079,No Highlights
P313034,No Highlights
P455653,No Highlights
P502975,"['Recyclable Packaging', 'Pressed Powder Formula', 'Cream Formula', 'Liquid Formula']"
P421234,No Highlights
P313009,"['Vegan', 'Light Coverage', 'Loose Powder Formula', 'Pressed Powder Formula', 'Cream Formula']"
P405521,No Highlights
P469055,No Highlights
P465813,No Highlights
P377785,No Highlights
P460855,No Highlights
P467142,"['Vegan', 'Loose Powder Formula', 'Natural Finish', 'Clean at Sephora', 'Fragrance Free', 'Without Parabens']"
P473328,"['Clean + Planet Positive', 'All Hair Types', 'Good for: Oily Scalp']"
P455650,"['Vegan', 'allure 2021 Best of Beauty Award Winner']"
P427017,No Highlights
P474101,"['Vegan', 'Cream Formula', 'Matte Finish', 'Long-wearing']"
P472065,No Highlights
P467144,"['Pressed Powder Formula', 'Metallic Finish', 'Shimmer Finish', 'Matte Finish']"
P438619,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Community Favorite', 'Clean + Planet Positive', 'Best for Dry, Combo, Normal Skin']"
P461515,"['Vegan', 'Clean at Sephora']"
P473329,"['Good for: Damage', 'Clean + Planet Positive', 'All Hair Types']"
P479855,"['Plumping', 'Shimmer Finish', 'Long-wearing', 'Hyaluronic Acid', 'Hydrating']"
P427367,No Highlights
P439601,No Highlights
P460723,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P501339,"['Vegan', 'Cruelty-Free']"
P474372,"['Shimmer Finish', 'Vegan', 'Fragrance Free', 'Without Mineral Oil', 'Matte Finish']"
P406569,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Cruelty-Free']"
P457433,No Highlights
P429283,No Highlights
P409080,No Highlights
P471089,No Highlights
P408602,No Highlights
P403632,No Highlights
P479856,"['Liquid Formula', 'Long-wearing', 'Shimmer Finish', 'Metallic Finish']"
P455661,No Highlights
P460716,No Highlights
P460719,No Highlights
P500744,"['Stick Formula', 'Hydrating', 'Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P438620,"['Vegan', 'Clean + Planet Positive', 'Good for: Dryness', 'Fragrance Free', 'Best for Dry, Combo, Normal Skin']"
P480190,"['Vegan', 'Clean at Sephora', 'Satin Finish', 'Medium Coverage']"
P457431,No Highlights
P379324,No Highlights
P471081,"['Light Coverage', 'Vegan', 'Cream Formula', 'Matte Finish']"
P442589,No Highlights
P442535,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Best for Oily, Combo, Normal Skin']"
P460843,"['Vegan', 'Cruelty-Free']"
P503921,"['Vegan', 'Pressed Powder Formula']"
P471088,"['Floral Scent', 'Fresh Scent', 'Best for Dry, Combo, Normal Skin']"
P472055,No Highlights
P455652,No Highlights
P471080,"['Pressed Powder Formula', 'Metallic Finish', 'Shimmer Finish', 'Matte Finish']"
P438617,"['Best for Dry, Combo, Normal Skin', 'Good for: Dryness', 'Hyaluronic Acid', 'Fragrance Free', 'Vegan', 'Clean + Planet Positive']"
